sentence text,event interval start,event interval end,trigger,rule,polarity,controller,controlled
Recent reports indicated that the p53 tumor suppressor gene can directly regulate a host of Bcl-2 family proteins such as Bcl-2 anti-apoptotic and Bax pro apoptotic proteins XREF_BIBR .,5,16,directly regulate,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
""" Bax is directly activated by the p53 tumor suppressor proteins following stress induction or indirectly through the p53 activation of the Bcl-2 pro apoptotic member Noxa and PUMA , or throught the p53-independant mechanisms . """,18,23,activation,Positive_activation_syntax_3_noun,Positive_activation,"""p53""","""Bcl-2"""
p53 promotes the activation of the pro apoptotic Bcl-2 family proteins and the release of cytochrome C. Dysregulation of p53 is reported in numerous types of cancer .,0,9,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
183 The translocation of p53 to the outer membrane modulates members of the bcl-2 family and impacts susceptibility to programmed cell death .,4,14,modulates,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""bcl-2"""
""" Initially , the mechanism was thought to be simply activation or repression of Bcl-2 family members by p53 . """,10,19,activation,Positive_activation_syntax_2_noun,Positive_activation,"""p53""","""Bcl-2"""
""" Activation of p53 could mediate the up-regulation of Bax ( B-cell associated X protein ) , down-regulation of Bcl-2 , and PARP cleavage [ XREF_BIBR ] . """,3,20,mediate,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
""" The underlying mechanism can be explained by p53 , which is a transcription factor that responds to stress stimuli and induces pro apoptotic Bcl-2 family members . """,8,25,induces,Positive_activation_syntax_5_verb,Positive_activation,"""p53""","""Bcl-2"""
""" Abnormal early activation of the bcl-2 gene , rather than late p53 gene mutation appears to be responsible for inhibition of apoptosis in colorectal carcinogenesis . """,3,13,activation,Positive_activation_syntax_3_noun,Positive_activation,"""p53""","""bcl-2"""
""" Extrinsic pathway is activated through the induction of Fas , DR5 and PERP XREF_BIBR - XREF_BIBR whereas in case of intrinsic pathway , p53 target Bcl-2 family proteins at mitochondrial level thus ultimately releasing cytochrome c XREF_BIBR . """,24,27,target,Positive_activation_token_1_verb,Positive_activation,"""p53""","""Bcl-2"""
P53 can trigger apoptosis by activating the pro apoptotic proteins of Bcl-2 family and consequently cause abnormal mitochondrial functioning : mitochondrial outer membrane permeabilisation ( MOMP ) .,0,12,trigger,Positive_activation_syntax_1_verb,Positive_activation,"""P53""","""Bcl-2"""
""" For example , SemRep extracts the predication in ( 2 ) from the sentence in ( 1 ) : In addition to the upregulation of death receptors , p53 induced the pro apoptotic Bcl-2 family members Bik and Bak and downregulated the anti-apoptotic Bcl-xL protein . """,29,35,induced,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
Activation of p53 promoted the intrinsic apoptosis pathway by triggering permeabilization of the outer mitochondrial membrane and coordinating pro apoptotic Bax and anti-apoptotic Bcl-2 .,2,24,promoted,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
""" In addition to the upregulation of death receptors , p53 induced the pro apoptotic Bcl-2 family members Bik and Bak and downregulated the anti-apoptotic Bcl-xL protein . """,10,16,induced,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
""" p53 modulates Bcl-2 during apoptosis in two ways : by direct trans-repression of Bcl-2 transcription and by transcription independent , direct binding to Bcl-2 . """,1,4,modulates,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
""" p53 modulates Bcl-2 during apoptosis in two ways : by direct trans-repression of Bcl-2 transcription and by transcription independent , direct binding to Bcl-2 . """,1,4,modulates,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
We define a p53 independent modulation of the Bcl-2 family of proteins as the mediator of PMC-A induced apoptosis .,3,9,modulation,Positive_activation_syntax_3_noun,Positive_activation,"""p53""","""Bcl-2"""
PMC-A mediated apoptosis through p53 independent activation of p38 and Bcl-2 downregulation in HCT-116 human colon cancer cells .,4,11,activation,Positive_activation_syntax_3_noun,Positive_activation,"""p53""","""Bcl-2"""
""" p53 induced proapoptotic Bcl-2 family member PUMAalpha in renal tubular cells upon treatment with cisplatin , and dominant negative p53 suppressed the expression of PUMAalpha . """,1,5,induced,Positive_activation_syntax_1_verb,Positive_activation,"""p53""","""Bcl-2"""
""" At baseline , the Nrf2 pathway is negatively regulated by Keap1 , a cytoplasmic regulatory protein that targets Nrf2 for proteasomal degradation through interaction with the Cullin-E3 ubiquitin ligase [ XREF_BIBR , XREF_BIBR ] . """,11,20,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Keap1""","""Nrf2"""
Keap1 mediates Nrf2 sequestration and degradation by assembling an E3 ubiquitin ligase with Cul3 and Rbx1 with the BTB domain in Keap1 via the Neh2 domain in Nrf2 to promote the poly-ubiquitization and degradation of Nrf2 .,0,3,mediates,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Nrf2 ( nuclear factor [ erythroid derived 2 ]-like 2 ; the transcriptional master regulator of the antioxidant stress response ) is regulated through interaction with its cytoplasmic inhibitor Keap1 ( Kelch like ECH associated protein 1 ) , which under basal conditions targets Nrf2 for proteasomal degradation . """,30,46,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Interestingly , increased Nrf2 caused by Keap1 depletion was reversed by co-depletion of NF-kappaB . """,4,8,caused,Positive_activation_syntax_2_verb,Positive_activation,"""Keap1""","""Nrf2"""
Keap1 conjugates with the Cul3 containing E3 ubiquitin ligase and mediates Nrf2 and Bcl-2 for their ubiquitination and degradation .,0,12,mediates,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Under non stimulated situations of low cellular ROS levels , Keap1 attaches to Nrf2 and directing Nrf2 to Cullin dependent E3 ubiquitin ligase proteosomal degradation . """,11,18,directing,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Under normal conditions , Nrf2 is repressed by its association with Keap1 which targets Nrf2 for ubiquitination and proteasomal degradation . """,12,16,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Keap1""","""Nrf2"""
This mechanism is independent of Keap1 mediated Nrf2 regulation .,5,8,mediated,Positive_early_activation,Positive_activation,"""Keap1""","""Nrf2"""
""" Under conditions of oxidative stress , Keap1 dissociates , allowing Nrf2 to translocate to the nucleus and initiate transcription of genes containing an antioxidant response element . """,7,12,allowing,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" The electrophilic lipid peroxidation product , 4-hydroxy-2-nonenal ( HNE ) has been shown to modify Keap1 allowing Nrf2 to enter the nucleus . """,16,19,allowing,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
And KD of Keap1 in 3T3-L1 cells results in activation of Nrf2 and an enhanced adipogenesis [ XREF_BIBR ] .,3,12,results in activation,Positive_activation_syntax_8_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Chemical modification of Keap1 with free aldehydes leads to its disassociation with Nrf2 , allowing Nrf2 to move into the nucleus 139 . """,4,17,leads,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" In the absence of stress , the transcription factor Nrf2 is retained in the cytoplasm through interaction with its inhibitor protein , Keap1 , which targets Nrf2 for ubiquitination and proteasomal degradation . """,23,28,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" XREF_BIBR , XREF_BIBR Nrf2 is tethered in the cytoplasm by the Keap1 protein under normal or unstressed conditions , 3 and Keap1 can target Nrf2 for ubiquitination by CUL3-ROC1 ligase and subsequent degradation by the proteasome . """,22,26,target,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Disruption of KEAP1 dependent degradation of NRF2 results in its accumulation and translocation to the nucleus , where it heterodimerizes with small musculoaponeurotic fibrosarcoma ( sMAF ) proteins and binds to the antioxidant response element ( ARE ) of target genes to activate their transcription [ XREF_BIBR ] . """,3,8,degradation,Negative_activation_syntax_3_noun,Positive_activation,"""KEAP1""","""NRF2"""
""" NRF2 , under basal conditions , is targeted for ubiquitination and proteasomal degradation by its repressor KEAP1 ( Kelch like ECH associated protein 1 ) . """,1,18,targeted,Positive_activation_syntax_2_verb,Positive_activation,"""KEAP1""","""NRF2"""
""" Under inflammatory and oxidative stress conditions , elevated ROS can enhance Keap1 oxidation causing release of Nrf2 . """,12,18,causing,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
Keap1 inhibits Nrf2 signaling by promoting Nrf2 degradation through the proteasomal pathway [ XREF_BIBR ] .,0,7,inhibits,Negative_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Under normal status , Nrf2 is anchored in the cytoplasm by Kelch like ECH associated protein 1 ( Keap1 ) which targets Nrf2 for ubiquitination and proteasomal degradation . """,19,24,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Under basal conditions , Nrf2 is mainly localised to cytoplasm in a complex with the Kelch like ECH associated protein 1 ( Keap1 ) , an ubiquitin ligase substrate adaptor that targets Nrf2 for degradation 33 . """,23,34,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" The mechanism for this effect has been proposed to involve thiol dependent modulation of Keap1 , leading to loss of its ability to negatively regulate Nrf2 . """,15,27,leading,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" These results demonstrate that miR-141 targets Keap1 to activate Nrf2 signaling , which protects RPEs and RGCs from UV radiation . """,7,11,activate,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Keap1 cysteines are oxidized or alkylated , causing a conformational change and liberating Nrf2 to translocate to the nucleus , bind to the cis acting DNA regulatory antioxidant response element [ ARE , also referred to as the electrophile response element ( EpRE ) ] , and thereby transactivating Nrf2 dependent gene transcription . """,1,15,causing,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" When administered to cultured cells , it reacts with cysteine 151 of Keap1 and thereby blocks Keap1 mediated Nrf2 degradation [ XREF_BIBR ] . """,17,20,mediated,Positive_early_activation,Positive_activation,"""Keap1""","""Nrf2"""
""" Until recently , it was not clear how KEAP1 oxidation enhances the stability of NRF2 since oxidized KEAP1 still interacts fully with the ETGE site and weakly with the DLG site . """,9,16,enhances,Positive_activation_syntax_1_verb,Positive_activation,"""KEAP1""","""NRF2"""
""" The current model of the molecular mechanism for Nrf2 activation is that oxidative stress modifies cysteine residues of Keap1 , a component of the E3 ubiquitin ligase that targets Nrf2 for degradation , resulting in compromised E3 activity and enhanced Nrf2 protein stability . """,19,31,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Collectively , these reports are suggesting that multiple cysteine residues of KEAP1 collectively contribute to transduce NRF2 signaling through conformational changes of KEAP1 . """,12,18,contribute,Positive_activation_syntax_1_verb,Positive_activation,"""KEAP1""","""NRF2"""
""" Importantly , the Keap1 mediated Nrf2 degradation can also be inhibited by small molecules , which are often electrophilic and act by modifying key Keap1 cysteine residues , particularly cysteine 151 [ XREF_BIBR ] . """,4,7,mediated,Positive_early_activation,Positive_activation,"""Keap1""","""Nrf2"""
Another question that remains unanswered is whether MAPKs affect Keap1 mediated control of Nrf2 protein stability in vivo .,9,14,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""Keap1""","""Nrf2"""
""" Upon oxidative stress , Nrf2 is induced at protein levels through redox sensitive modifications on cysteine residues of Keap1 , a component of the E3 ubiquitin ligase that targets Nrf2 for ubiquitin dependent degradation . """,19,31,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Keap1""","""Nrf2"""
These results suggest that oxidation of Keap1 and subsequent activation of Nrf2 by parthenolide are essential for normal cell survival after radiation treatment .,6,12,activation,Positive_activation_syntax_3_noun,Positive_activation,"""Keap1""","""Nrf2"""
""" Upon cellular stress , KEAP1 oxidation allows Nrf2 release and the subsequent activation of cellular defence genes carrying an ARE ( antioxidant response element ) in their promoter [ XREF_BIBR ] ( XREF_FIG ) . """,5,9,allows,Positive_activation_syntax_1_verb,Positive_activation,"""KEAP1""","""Nrf2"""
