sentence text,event interval start,event interval end,trigger,rule,polarity,pred_polarity,controller,controlled
"Contractile responses to ANG III , ANG IV , ANG II and ANG I were significantly inhibited by type 1 ANG II ( AT 1 ) receptor antagonist Dup 753 but not by type 2 ANG II ( AT2 ) receptor antagonist PD 123,319 .",16,39,inhibited,Negative_activation_syntax_6_verb,Positive_activation,Negative_activation,"""ANG II""","""AT2"""
"Angiotensin converting enzyme inhibitors abolish the formation of Ang II , preventing thereby activation of both AT1 and AT2 receptors , while AT1RB selectively interferes with the stimulation of AT1 receptors .",8,19,preventing,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Ang II""","""AT2"""
"Ang II , ang IV , and ang 5-8 decrease the cell number and proliferation in GH3 cell culture independently of the AT1 , AT2 , and AT4 receptors .",0,25,decrease,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Ang II""","""AT2"""
"Thus , 24-h infusions of Ang II selectively down-regulated AT2 receptors in the uterine artery , resulting in heightened Ang II reactivity .",5,10,down-regulated,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Ang II""","""AT2"""
"These results indicate that AngII , through the AT1 receptor , down-regulates both AT1 and AT2 , but by different mechanisms ; AT1 receptor is regulated through internalization degradation of the occupied receptor and inhibition of transcription , whereas AT2 receptor is regulated mainly by decreasing the stability of its mRNA .",4,16,down-regulates,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""AngII""","""AT2"""
"Angiotensin 1-7 and its receptor Mas ( Ang 1-7/Mas ) were described later and antagonize the effect of AT2 ; therefore , they could represent a target for therapeutical strategies .",0,19,antagonize,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Angiotensin 1-7""","""AT2"""
XREF_BIBR Adiponectin reduces hepatic lipogenesis and increases beta oxidation through adiponectin receptor 1 ( adipoR1 )-mediated activation of adenosine monophosphate kinase ( AMPK ) and peroxisome proliferator activated receptor alpha ( PPAR alpha ) .,1,15,reduces,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Adiponectin""","""adipoR1"""
"Third , adiponectin inhibition of PDGF induced VSMC proliferation does not require adiponectin receptors ( AdipoR1 and/or AdipoR2 ) , as evidenced in studies involving target specific downregulation of AdipoR1/R2 [ XREF_BIBR ] .",2,16,induced,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""adiponectin""","""AdipoR1"""
"Based on our results , Acrp30 attenuated PPAR-gamma signaling in microglia by mediating AdipoR1 .",5,14,attenuated,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Acrp30""","""AdipoR1"""
Our data also confirmed that adiponectin reduced early apoptotic cells and blocked the mitochondrial apoptosis pathway by activating the AdipoR1 and AMP activated protein kinase ( AMPK ) signal pathway .,5,20,blocked,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""adiponectin""","""AdipoR1"""
"The inhibitory effect of adiponectin on androgen synthesis may be due to decreased thecal-interstitial cells differentiation in stroma by suppressing adiponectin receptor type 1 ( AdipoR1 ) , luteinizing hormone ( LH ) and insulin receptors in the ovary of S. heathi .",4,26,decreased,Negative_activation_syntax_1_verb,Positive_activation,Positive_activation,"""adiponectin""","""AdipoR1"""
Adiponectin rescued the decrease of adipoR1 induced by ox-LDL .,0,6,rescued,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Adiponectin""","""adipoR1"""
Our results support a notion that Akt1 can not simply suppress HR by sequestering Brca1 to the cytoplasm because depletion of Akt1 can restore HR to Brca1 deficient cells .,6,15,suppress,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Akt1""","""Brca1"""
Previous work has shown that Akt1 inhibits HR by inducing cytoplasmic retention of Brca1 and Rad51 in Brca1-proficient cells .,5,14,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Akt1""","""Brca1"""
Akt1 inhibits homologous recombination in Brca1 deficient cells by blocking the Chk1-Rad51 pathway .,0,6,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Akt1""","""Brca1"""
"Akt1 has been reported to impair the nuclear localization and foci formation of BRCA1 and Rad51 as well as HR repair in normal tissue and breast cancer cells [ XREF_BIBR , XREF_BIBR , XREF_BIBR ] .",0,14,impair,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Akt1""","""BRCA1"""
"Specifically , AKT1 inhibits HR by sequestering BRCA1 and RAD51 in the cytoplasm .",2,8,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""AKT1""","""BRCA1"""
"Therefore , our data demonstrate that ZLDI-8 enhances chemotherapy effects on tumor cell proliferation blockage , induction of apoptosis and cell-cycle arrest by inhibiting Notch pathway and blocking chemical resistance .",6,25,enhances,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""ZLDI-8""","""Notch"""
ZLDI-8 inhibits the activity of Notch signaling pathway .,0,6,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""ZLDI-8""","""Notch"""
Treatment of ZLDI-8 significantly disrupted the activity of Notch pathway in HCC cells and inhibited the epithelial-mesenchymal transition ( EMT ) process of HCC cells .,2,9,disrupted,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""ZLDI-8""","""Notch"""
We further tested whether Notch signaling blockage by ZLDI-8 can also facilitate Sorafenib ' s effect .,4,9,blockage,Negative_activation_syntax_2_noun,Positive_activation,Negative_activation,"""ZLDI-8""","""Notch"""
"By Murthy ' s research , it was demonstrated that ADAM-17 could suppress the activation of the Notch signal system [ XREF_BIBR ] .",10,18,suppress,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""ADAM-17""","""Notch"""
"These data reveal that PKG activation strategies , including PDE5 inhibition , ameliorate ANG II induced podocyte dysmotility by targeting TRPC6 in podocytes , highlighting the potential therapeutic utility of these approaches to treat hyperactive TRPC6 dependent glomerular disease .",13,21,induced,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""ANG II""","""TRPC6"""
"XREF_FIG , the Ang II induced contractile response was significantly lower in TRPC6 deficient cells .",3,13,induced,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Ang II""","""TRPC6"""
"In the continued presence of anti-PIP 2 antibodies , Ang II induced TRPC6 activity was greatly reduced , which presumably reflects a reduction in PIP 2 required to produce endogenous PLC mediated DAG production and TRPC6 opening .",9,13,induced,Positive_early_activation,Positive_activation,Negative_activation,"""Ang II""","""TRPC6"""
Wortmannin reduced Ang II evoked TRPC6 activity by over 75 % but increased OAG induced TRPC6 activity by over 50-fold .,2,16,increased,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""Ang II""","""TRPC6"""
Angiotensin II decreased ABCA1 protein and mRNA ; angiotensin II type-1 receptor ( AT1R ) blockade rescued this ABCA1 repression .,0,12,decreased,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Angiotensin II""","""angiotensin II type-1 receptor"""
In the new S-D line intravenous infusion of angiotensin II ( Ang II ; 10 microg kg (-1) h (-1) ) over 120 min significantly lowered the duodenal AT1aR to AT2R RNA ratio .,8,29,lowered,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""angiotensin II""","""AT1aR"""
"These studies , in conjunction with our results , suggest that central augmentation of the ACE2/Ang-( 1-7 )/MasR axis may complement therapuetic strategies that limit Ang-II induced activation of AT1aR to alleviate stress related diseases , like anxiety disorders .",25,30,induced,Positive_early_activation,Positive_activation,Positive_activation,"""Ang-II""","""AT1aR"""
"However , adiponectin partially suppressed the forskolin induced increase in Adipor2 in granulosa cells .",2,11,suppressed,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""adiponectin""","""Adipor2"""
"Elevated blood adiponectin induced by T-cad deficiency may act to inhibit allergic responses via AdipoR1 and/or AdipoR2 , which have been shown to mediate the insulin sensitizing and anti-apoptotic effects of adiponectin XREF_BIBR , XREF_BIBR .",2,17,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""adiponectin""","""AdipoR2"""
"Since ALK2 activates Smad1 and Smad6 blocks Smad1 signaling [ XREF_BIBR ] , these data are consistent with the known role of ALK2 XREF_BIBR , XREF_BIBR and Smad1 [ XREF_BIBR ] in endocardial cell EMT [ XREF_BIBR , XREF_BIBR ] .",1,4,activates,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""ALK2""","""Smad1"""
"Treatment of ZLDI-8 could inhibit the activation of ADAM-17 , and disrupts the accumulation of NICD in HCC cells , especially in the nucleus .",2,16,disrupts,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""ZLDI-8""","""NICD"""
"For example , expression of an endothelial cell specific constitutively active Akt1 transgene significantly attenuated neointima formation in carotid arteries after ligation XREF_BIBR , mediated through inhibition of neointimal cell apoptosis and Akt1 mediated eNOS activation in ECs .",32,35,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Akt1""","""eNOS"""
H2S donor induced NOS3 activation was blocked by AKT1 but not MAPK3/1 inhibition .,3,9,blocked,Negative_activation_syntax_2_verb,Positive_activation,Negative_activation,"""AKT1""","""NOS3"""
"Indeed , lack of Akt1 on the ApoE -/- background disrupts this protective eNOS regulated mechanism , leading to increased endothelial apoptosis , which , in turn , results in exacerbated atherosclerosis in ApoE -/- Akt1 -/- mice .",4,14,disrupts,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Akt1""","""eNOS"""
"Reduced Akt1 activity significantly inhibited expression and activation of the mTOR pathway , while Akt2 ablation resulted in enhanced mTOR signaling .",14,21,signaling,Positive_activation_syntax_results_in,Positive_activation,Positive_activation,"""Akt2""","""mTOR"""
"AKT1/2i selectively inhibits Akt1 and Akt2 XREF_BIBR , XREF_BIBR , while mTOR1/2i is a selective inhibitor of mTOR kinase , thus blocks the signaling of both TORC1 and TORC2 complexes XREF_BIBR , XREF_BIBR .",5,18,inhibitor,Negative_activation_syntax_7_noun,Positive_activation,Negative_activation,"""Akt2""","""mTOR"""
"In addition , co-expression of beta-TrCP facilitated AKT1 mediated Twist1 degradation ( XREF_FIG ) .",7,10,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""AKT1""","""Twist1"""
Inhibition of AKT1 induces Twist1 upregulation and metastatic potential .,2,5,induces,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""AKT1""","""Twist1"""
AKT1 modulates beta-TrCP-mediated Twist1 degradation .,0,4,modulates,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""AKT1""","""Twist1"""
"In contrast , GLI1 function is inhibited by PI3K and AKT2 signalling in neuroblastoma ; AKT2 phosphorylates GSK3beta and prevents the destabilisation of SUFU , resulting in reduced GLI1 nuclear localisation and transcriptional activity .",3,11,inhibited,Negative_activation_syntax_2_verb,Positive_activation,Negative_activation,"""AKT2""","""GLI1"""
